title,authors,nc_state_people,DOI,year,topics,co_author,nc_authors,unity_ids
Automatic Non-Destructive Growth Measurement of Leafy Vegetables Based on Kinect,"Hu, Yang; Wang, Le; Xiang, Lirong; Wu, Qian; Jiang, Huanyu",Lirong Xiang (lxiang3),10.3390/s18030806,2018,Smart Agriculture and AI; Leaf Properties and Growth Measurement; Remote Sensing and LiDAR Applications,"Wang, Le; Xiang, Lirong; Wu, Qian; Jiang, Huanyu","Xiang, Lirong",lxiang3
Activity-Aware Wearable System for Power-Efficient Prediction of Physiological Responses,"Starliper, Nathan; Mohammadzadeh, Farrokh; Songkakul, Tanner; Hernandez, Michelle; Bozkurt, Alper; Lobaton, Edgar",Alper Bozkurt (aybozkur); Edgar Lobaton (ejlobato); Farrokh F. Mohammadzadeh (ffmohamm); Tanner Songkakul (tpsongka); Nathan Starliper (nstarli),10.3390/s19030441,2019,Context-Aware Activity Recognition Systems; Non-Invasive Vital Sign Monitoring; IoT and Edge/Fog Computing,"Mohammadzadeh, Farrokh; Songkakul, Tanner; Hernandez, Michelle; Bozkurt, Alper; Lobaton, Edgar","Bozkurt, Alper; Lobaton, Edgar; Mohammadzadeh, Farrokh; Songkakul, Tanner; Starliper, Nathan",aybozkur; ejlobato; ffmohamm; tpsongka; nstarli
Localization of Biobotic Insects Using Low-Cost Inertial Measurement Units,"Cole, Jeremy; Bozkurt, Alper; Lobaton, Edgar",Jeremy Cole (jacole); Alper Bozkurt (aybozkur); Edgar Lobaton (ejlobato),10.3390/s20164486,2020,Insect and Arachnid Ecology and Behavior; Animal Vocal Communication and Behavior; Species Distribution and Climate Change,"Bozkurt, Alper; Lobaton, Edgar","Cole, Jeremy; Bozkurt, Alper; Lobaton, Edgar",jacole; aybozkur; ejlobato
In Vivo Evaluation of a Subcutaneously Injectable Implant with a Low-Power Photoplethysmography ASIC for Animal Monitoring,"Valero-Sarmiento, Jose Manuel F.; Ahmmed, Parvez; Bozkurt, Alper",Parvez Ahmmed (pahmmed); Alper Bozkurt (aybozkur); Jose M. Valero-Sarmiento (jvalero),10.3390/s20247335,2020,Non-Invasive Vital Sign Monitoring; ECG Monitoring and Analysis; Advanced Chemical Sensor Technologies,"Ahmmed, Parvez; Bozkurt, Alper","Ahmmed, Parvez; Bozkurt, Alper; Valero-Sarmiento, Jose Manuel F.",pahmmed; aybozkur; jvalero
A Convolutional Neural Network-Based Method for Corn Stand Counting in the Field,"Wang, Le; Xiang, Lirong; Tang, Lie; Jiang, Huanyu",Lirong Xiang (lxiang3),10.3390/s21020507,2021,Smart Agriculture and AI; Remote Sensing in Agriculture; Remote Sensing and LiDAR Applications,"Xiang, Lirong; Tang, Lie; Jiang, Huanyu","Xiang, Lirong",lxiang3
Optical Fiber Sensors for Ultrasonic Structural Health Monitoring: A Review,"Soman, Rohan; Wee, Junghyun; Peters, Kara",Kara Peters (kjpeters); Junghyun Wee (jwee),10.3390/s21217345,2021,Advanced Fiber Optic Sensors; Ultrasonics and Acoustic Wave Propagation; Structural Health Monitoring Techniques,"Wee, Junghyun; Peters, Kara","Peters, Kara; Wee, Junghyun",kjpeters; jwee
Demonstration of Coherent Interference between Acoustic Waves Using a Fiber Ring Resonator,"Kim, Jee Myung; Wee, Junghyun; Peters, Kara",Kara Peters (kjpeters); Jee Kim (jkim79); Junghyun Wee (jwee),10.3390/s22114163,2022,Advanced Fiber Optic Sensors; Photonic and Optical Devices; Mechanical and Optical Resonators,"Wee, Junghyun; Peters, Kara","Peters, Kara; Kim, Jee Myung; Wee, Junghyun",kjpeters; jkim79; jwee
A Multimodal Sensing Platform for Interdisciplinary Research in Agrarian Environments,"Reynolds, James; Williams, Evan; Martin, Devon; Readling, Caleb; Ahmmed, Parvez; Huseth, Anders; Bozkurt, Alper",James Reynolds (jlreyno4); Parvez Ahmmed (pahmmed); Devon Martin (dmarti22); Anders Huseth (ashuseth); Alper Bozkurt (aybozkur); Caleb Readling (cmreadli),10.3390/s22155582,2022,Insect Pheromone Research and Control; Smart Agriculture and AI; Insect and Arachnid Ecology and Behavior,"Williams, Evan; Martin, Devon; Readling, Caleb; Ahmmed, Parvez; Huseth, Anders; Bozkurt, Alper","Reynolds, James; Ahmmed, Parvez; Martin, Devon; Huseth, Anders; Bozkurt, Alper; Readling, Caleb",jlreyno4; pahmmed; dmarti22; ashuseth; aybozkur; cmreadli
Particle Swarm Optimization Algorithm for Guided Waves Based Damage Localization Using Fiber Bragg Grating Sensors in Remote Configuration,"Soman, Rohan; Boyer, Alex; Kim, Jee Myung; Peters, Kara",Kara Peters (kjpeters); Jee Kim (jkim79); Alex Boyer (amboyer2),10.3390/s22166000,2022,Advanced Fiber Optic Sensors; Ultrasonics and Acoustic Wave Propagation; Structural Health Monitoring Techniques,"Boyer, Alex; Kim, Jee Myung; Peters, Kara","Peters, Kara; Kim, Jee Myung; Boyer, Alex",kjpeters; jkim79; amboyer2
Preliminary Evaluation of a System with On-Body and Aerial Sensors for Monitoring Working Dogs,"Foster, Marc; Wu, Tianfu; Roberts, David L.; Bozkurt, Alper",Marc Foster (mdfoster); Tianfu Wu (twu19); David Roberts (dlrober4); Alper Bozkurt (aybozkur),10.3390/s22197631,2022,Human-Animal Interaction Studies; Animal Behavior and Welfare Studies; Olfactory and Sensory Function Studies,"Wu, Tianfu; Roberts, David L.; Bozkurt, Alper","Foster, Marc; Wu, Tianfu; Roberts, David L.; Bozkurt, Alper",mdfoster; twu19; dlrober4; aybozkur
Comparison of High-Speed Polarization Imaging Methods for Biological Tissues,"Wu, Xianyu; Pankow, Mark; Onuma, Taka; Huang, Hsiao-Ying Shadow; Peters, Kara",Kara Peters (kjpeters); Hsiao-Ying Shadow Huang (hshuang); Xianyu Wu (xwu13); Mark Pankow (mrpankow),10.3390/s22208000,2022,Optical Polarization and Ellipsometry; Optical measurement and interference techniques; Optical Coherence Tomography Applications,"Pankow, Mark; Onuma, Taka; Huang, Hsiao-Ying Shadow; Peters, Kara","Peters, Kara; Huang, Hsiao-Ying Shadow; Wu, Xianyu; Pankow, Mark",kjpeters; hshuang; xwu13; mrpankow
Amplifying Lamb Wave Detection for Fiber Bragg Grating with a Phononic Crystal GRIN Lens Waveguide,"Wang, Chia-Fu; Wee, Junghyun; Peters, Kara",Kara Peters (kjpeters); Junghyun Wee (jwee); Chia-Fu Wang (cwang58),10.3390/s22218426,2022,Ultrasonics and Acoustic Wave Propagation; Advanced Fiber Optic Sensors; Seismic Waves and Analysis,"Wee, Junghyun; Peters, Kara","Peters, Kara; Wee, Junghyun; Wang, Chia-Fu",kjpeters; jwee; cwang58
Point Density Variations in Airborne Lidar Point Clouds,"Petras, Vaclav; Petrasova, Anna; McCarter, James B.; Mitasova, Helena; Meentemeyer, Ross K.",Helena Mitasova (hmitaso); Vaclav Petras (vpetras); Anna Petrasova (akratoc); James McCarter (jbmccart); Ross Meentemeyer (rkmeente),10.3390/s23031593,2023,Remote Sensing and LiDAR Applications; 3D Surveying and Cultural Heritage; Remote Sensing in Agriculture,"Petrasova, Anna; McCarter, James B.; Mitasova, Helena; Meentemeyer, Ross K.","Mitasova, Helena; Petras, Vaclav; Petrasova, Anna; McCarter, James B.; Meentemeyer, Ross K.",hmitaso; vpetras; akratoc; jbmccart; rkmeente
High-Resolution Monitoring of Scour Using a Novel Fiber-Optic Distributed Temperature Sensing Device: A Proof-of-Concept Laboratory Study,"Hatley, Rebecca; Shehata, Mahmoud; Sayde, Chadi; Castro-Bolinaga, Celso",Celso Castro Bolinaga (cfcastro); Mahmoud Shehata (mmebrahi); Chadi Sayde (csayde),10.3390/s23073758,2023,Hydrology and Sediment Transport Processes; Fish Ecology and Management Studies; Hydraulic flow and structures,"Shehata, Mahmoud; Sayde, Chadi; Castro-Bolinaga, Celso","Castro-Bolinaga, Celso; Shehata, Mahmoud; Sayde, Chadi",cfcastro; mmebrahi; csayde
Evaluating Bacterial Nanocellulose Interfaces for Recording Surface Biopotentials from Plants,"Reynolds, James; Wilkins, Michael; Martin, Devon; Taggart, Matthew; Rivera, Kristina R.; Tunc-Ozdemir, Meral; Rufty, Thomas; Lobaton, Edgar; Bozkurt, Alper; Daniele, Michael A.",James Reynolds (jlreyno4); Edgar Lobaton (ejlobato); Devon Martin (dmarti22); Kristina Rivera (krrivera); Thomas Rufty (twrufty); Alper Bozkurt (aybozkur); Michael Daniele (mdaniel6); Matt Taggart (mjtaggar),10.3390/s24072335,2024,Plant and Biological Electrophysiology Studies; Photoreceptor and optogenetics research; Botanical Research and Applications,"Wilkins, Michael; Martin, Devon; Taggart, Matthew; Rivera, Kristina R.; Tunc-Ozdemir, Meral; Rufty, Thomas; Lobaton, Edgar; Bozkurt, Alper; Daniele, Michael A.","Reynolds, James; Lobaton, Edgar; Martin, Devon; Rivera, Kristina R.; Rufty, Thomas; Bozkurt, Alper; Wilkins, Michael; Taggart, Matthew",jlreyno4; ejlobato; dmarti22; krrivera; twrufty; aybozkur; mdaniel6; mjtaggar
Optimal Design of a Sensor Network for Guided Wave-Based Structural Health Monitoring Using Acoustically Coupled Optical Fibers,"Soman, Rohan; Kim, Jee Myung; Boyer, Alex; Peters, Kara",Kara Peters (kjpeters); Jee Kim (jkim79); Alex Boyer (amboyer2),10.3390/s24196354,2024,Ultrasonics and Acoustic Wave Propagation; Structural Health Monitoring Techniques; Advanced Fiber Optic Sensors,"Kim, Jee Myung; Boyer, Alex; Peters, Kara","Peters, Kara; Kim, Jee Myung; Boyer, Alex",kjpeters; jkim79; amboyer2
Accessing Legacy Phosphorus in Soils,"Doydora, Sarah; Gatiboni, Luciano; Grieger, Khara; Hesterberg, Dean; Jones, Jacob L.; McLamore, Eric S.; Peters, Rachel; Sozzani, Rosangela; Van den Broeck, Lisa; Duckworth, Owen W.",Owen Duckworth (owduckwo); Lisa Van den Broeck (lfvanden); Khara Grieger (kdgriege); Jacob Jones (jljone21),10.3390/soilsystems4040074,2020,Phosphorus and nutrient management; Plant nutrient uptake and metabolism; Soil and Water Nutrient Dynamics,"Gatiboni, Luciano; Grieger, Khara; Hesterberg, Dean; Jones, Jacob L.; McLamore, Eric S.; Peters, Rachel; Sozzani, Rosangela; Van den Broeck, Lisa; Duckworth, Owen W.","Duckworth, Owen W.; Van den Broeck, Lisa; Grieger, Khara; Jones, Jacob L.",owduckwo; lfvanden; kdgriege; jljone21
A Risk Analysis of Precision Agriculture Technology to Manage Tomato Late Blight,"Liu, Yangxuan; Langemeier, Michael R.; Small, Ian M.; Joseph, Laura; Fry, William E.; Ristaino, Jean B.; Saville, Amanda; Gramig, Benjamin M.; Preckel, Paul V.",Jean Ristaino (jbr); Amanda Saville (acsavill),10.3390/su10093108,2018,Plant Pathogens and Resistance; Greenhouse Technology and Climate Control; Plant Surface Properties and Treatments,"Langemeier, Michael R.; Small, Ian M.; Joseph, Laura; Fry, William E.; Ristaino, Jean B.; Saville, Amanda; Gramig, Benjamin M.; Preckel, Paul V.","Ristaino, Jean B.; Saville, Amanda",jbr; acsavill
Exploring Twitter Discourse around the Use of Artificial Intelligence to Advance Agricultural Sustainability,"Sanders, Catherine E.; Mayfield-Smith, Kennedy A.; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.3390/su132112033,2021,Plant Virus Research Studies; Smart Agriculture and AI,"Mayfield-Smith, Kennedy A.; Lamm, Alexa J.","Sanders, Catherine E.",ecdobbin
Rural Broadband and Precision Agriculture: A Frame Analysis of United States Federal Policy Outreach under the Biden Administration,"Sanders, Catherine E.; Gibson, Kristin E.; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.3390/su14010460,2022,Diverse Educational Innovations Studies; Agricultural Innovations and Practices; Organic Food and Agriculture,"Gibson, Kristin E.; Lamm, Alexa J.","Sanders, Catherine E.",ecdobbin
Fostering Responsible Innovation through Stakeholder Engagement: Case Study of North Carolina Sweetpotato Stakeholders,"Grieger, Khara; Zarate, Sebastian; Barnhill-Dilling, Sarah Kathleen; Hunt, Shelly; Jones, Daniela; Kuzma, Jennifer",Daniela Jones (dsjones5); Khara Grieger (kdgriege); Shelly Hunt (rlransom); Jennifer Kuzma (jkuzma); Sebastian Zarate (jszarate); Katie Barnhill (skbarnhi),10.3390/su14042274,2022,Innovative Approaches in Technology and Social Development; Organic Food and Agriculture,"Zarate, Sebastian; Barnhill-Dilling, Sarah Kathleen; Hunt, Shelly; Jones, Daniela; Kuzma, Jennifer","Jones, Daniela; Grieger, Khara; Hunt, Shelly; Kuzma, Jennifer; Zarate, Sebastian; Barnhill-Dilling, Sarah Kathleen",dsjones5; kdgriege; rlransom; jkuzma; jszarate; skbarnhi
Improving Sustainable Food Access and Availability in Rural Communities: An Assessment of Needed Resources,"Sanders, Catherine E.; Markosyan, Tatevik; Gibson, Kristin E.; Byrd, Allison R.; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.3390/su15076293,2023,Urban Agriculture and Sustainability; Food Security and Health in Diverse Populations; Community Health and Development,"Markosyan, Tatevik; Gibson, Kristin E.; Byrd, Allison R.; Lamm, Alexa J.","Sanders, Catherine E.",ecdobbin
Using a Phosphorus Flow Diagram as a Boundary Object to Inform Stakeholder Engagement,"Merck, Ashton W.; Grieger, Khara D.; Deviney, Alison; Marshall, Anna-Maria",Khara Grieger (kdgriege); Ashton Merck (awmerck); Alison Deviney (avdevine),10.3390/su151511496,2023,Phosphorus and nutrient management; Parathyroid Disorders and Treatments; Soil and Water Nutrient Dynamics,"Grieger, Khara D.; Deviney, Alison; Marshall, Anna-Maria","Grieger, Khara D.; Merck, Ashton W.; Deviney, Alison",kdgriege; awmerck; avdevine
Triple Bottom Line Scenario Sites as Boundary Objects for Integrating Diverse Disciplines in Convergent Research,"Deviney, Alison V.; Bhadha, Jehangir H.; Crane, Lucas; Cuchiara, Maude; Delanthamajalu, Shwetha; Gatiboni, Luciano; Guzman, Sandra M.; Hendren, Christine Ogilvie; Marshall, Anna-Maria; Morrison, Elise; Nelson, Natalie G.; Rickabaugh, Jay; Sozzani, Rosangela; Westerhoff, Paul; Jones, Jacob L.",Alison Deviney (avdevine); Maude Cuchiara (mlrowlan); Jay Rickabaugh (jarickab); Natalie Nelson (nnelson4); Jacob Jones (jljone21); Ross Sozzani (rsozzan); Luke Gatiboni (lcolpog),10.3390/su162310429,2024,Innovative Approaches in Technology and Social Development; Complex Systems and Decision Making; Sustainability and Climate Change Governance,"Bhadha, Jehangir H.; Crane, Lucas; Cuchiara, Maude; Delanthamajalu, Shwetha; Gatiboni, Luciano; Guzman, Sandra M.; Hendren, Christine Ogilvie; Marshall, Anna-Maria; Morrison, Elise; Nelson, Natalie G.; Rickabaugh, Jay; Sozzani, Rosangela; Westerhoff, Paul; Jones, Jacob L.","Deviney, Alison V.; Cuchiara, Maude; Rickabaugh, Jay; Nelson, Natalie G.; Jones, Jacob L.; Sozzani, Rosangela; Gatiboni, Luciano",avdevine; mlrowlan; jarickab; nnelson4; jljone21; rsozzan; lcolpog
Optimizing Light Intensity and Salinity for Sustainable Kale (Brassica oleracea) Production and Potential Application in Marine Aquaponics,"Pascual, Christopher; Xiang, Lirong; Hernandez, Ricardo; Hall, Steven",Ricardo Hernandez (rhernan4); Lirong Xiang (lxiang3); Steven Hall (shall5); Christopher Pascual (cspascua),10.3390/su162310516,2024,Innovations in Aquaponics and Hydroponics Systems; Light effects on plants,"Xiang, Lirong; Hernandez, Ricardo; Hall, Steven","Hernandez, Ricardo; Xiang, Lirong; Hall, Steven; Pascual, Christopher",rhernan4; lxiang3; shall5; cspascua
Diverse Components of Resistance to Fusarium verticillioides Infection and Fumonisin Contamination in Four Maize Recombinant Inbred Families,"Morales, Laura; Zila, Charles T.; Mejia, Danilo E. Moreta; Arbelaez, Melissa Montoya; Balint-Kurti, Peter J.; Holland, James B.; Nelson, Rebecca J.",Peter Balint-Kurti (pjbalint); James Holland (jholland); Charles Thomas Zila (ctzila),10.3390/toxins11020086,2019,Mycotoxins in Agriculture and Food; Wheat and Barley Genetics and Pathology; Plant Pathogens and Fungal Diseases,"Zila, Charles T.; Mejia, Danilo E. Moreta; Arbelaez, Melissa Montoya; Balint-Kurti, Peter J.; Holland, James B.; Nelson, Rebecca J.","Balint-Kurti, Peter J.; Holland, James B.; Zila, Charles T.",pjbalint; jholland; ctzila
Insights into the Human Virome Using CRISPR Spacers from Microbiomes,"Hidalgo-Cantabrana, Claudio; Sanozky-Dawes, Rosemary; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran); Claudio Hidalgo Cantabrana (chidalg); Rosemary Sanozky-Dawes (rsdawes),10.3390/v10090479,2018,CRISPR and Genetic Engineering; Bacteriophages and microbial interactions; Cytomegalovirus and herpesvirus research,"Sanozky-Dawes, Rosemary; Barrangou, Rodolphe","Barrangou, Rodolphe; Hidalgo-Cantabrana, Claudio; Sanozky-Dawes, Rosemary",rbarran; chidalg; rsdawes
Identification of Transcription Factors Regulating SARS-CoV-2 Tropism Factor Expression by Inferring Cell-Type-Specific Transcriptional Regulatory Networks in Human Lungs,"Tong, Haonan; Chen, Hao; Williams, Cranos M.",Haonan Tong (htong); Hao Chen (hchen22); Cranos Williams (cmwilli5),10.3390/v14040837,2022,Single-cell and spatial transcriptomics; SARS-CoV-2 and COVID-19 Research; CRISPR and Genetic Engineering,"Chen, Hao; Williams, Cranos M.","Tong, Haonan; Tong, Haonan; Williams, Cranos M.",htong; hchen22; cmwilli5
<i>Lactobacillus acidophilus</i> Expressing Murine Rotavirus VP8 and Mucosal Adjuvants Induce Virus-Specific Immune Responses,"Gilfillan, Darby; Vilander, Allison C.; Pan, Meichen; Goh, Yong Jun; O'Flaherty, Sarah; Feng, Ningguo; Fox, Bridget E.; Lang, Callie; Greenberg, Harry B.; Abdo, Zaid; Barrangou, Rodolphe; Dean, Gregg A.",Rodolphe Barrangou (rbarran); Sarah O'Flaherty (sjoflahe); Echo Pan (mpan6); Yong-Jun Goh (yjgoh),10.3390/vaccines11121774,2023,Viral gastroenteritis research and epidemiology; Animal Virus Infections Studies; Viral Infections and Immunology Research,"Vilander, Allison C.; Pan, Meichen; Goh, Yong Jun; O'Flaherty, Sarah; Feng, Ningguo; Fox, Bridget E.; Lang, Callie; Greenberg, Harry B.; Abdo, Zaid; Barrangou, Rodolphe; Dean, Gregg A.","Barrangou, Rodolphe; O'Flaherty, Sarah; Pan, Meichen; Goh, Yong Jun",rbarran; sjoflahe; mpan6; yjgoh
Assessment of Water Quality in Indo-Gangetic Plain of South-Eastern Asia under Organic vs. Conventional Rice Farming,"Sihi, Debjani; Dari, Biswanath; Yan, Zhengjuan; Sharma, Dinesh Kumar; Pathak, Himanshu; Sharma, Om Prakash; Nain, Lata",Debjani Sihi (dsihi),10.3390/w12040960,2020,Wastewater Treatment and Reuse; Water Quality and Pollution Assessment; Water-Energy-Food Nexus Studies,"Dari, Biswanath; Yan, Zhengjuan; Sharma, Dinesh Kumar; Pathak, Himanshu; Sharma, Om Prakash; Nain, Lata","Sihi, Debjani",dsihi
Can the Stream Quantification Tool (SQT) Protocol Predict the Biotic Condition of Streams in the Southeast Piedmont (USA)?,"Donatich, Sara; Doll, Barbara; Page, Jonathan; Nelson, Natalie",Natalie Nelson (nnelson4); Barbara Doll (bdoll),10.3390/w12051485,2020,Freshwater macroinvertebrate diversity and ecology; Hydrology and Watershed Management Studies; Fish Ecology and Management Studies,"Doll, Barbara; Page, Jonathan; Nelson, Natalie","Nelson, Natalie; Doll, Barbara",nnelson4; bdoll
Flood Flow Frequency Analysis to Estimate Potential Floodplain Nitrogen Treatment during Overbank Flow Events in Urban Stream Restoration Projects,"Doll, Barbara A.; Kurki-Fox, J. Jack; Page, Jonathan L.; Nelson, Natalie G.; Johnson, Jeffrey P.",Jeffrey Johnson (jpjohnso); Natalie Nelson (nnelson4); Barbara Doll (bdoll); Jack Kurki-Fox (jjkurkif),10.3390/w12061568,2020,Hydrology and Sediment Transport Processes; Soil and Water Nutrient Dynamics; Urban Stormwater Management Solutions,"Kurki-Fox, J. Jack; Page, Jonathan L.; Nelson, Natalie G.; Johnson, Jeffrey P.","Johnson, Jeffrey P.; Nelson, Natalie G.; Doll, Barbara A.; Kurki-Fox, J. Jack",jpjohnso; nnelson4; bdoll; jjkurkif
"Mitigating Illumination-, Leaf-, and View-Angle Dependencies in Hyperspectral Imaging Using Polarimetry","Krafft, Daniel; Scarboro, Clifton G.; Hsieh, William; Doherty, Colleen; Balint-Kurti, Peter; Kudenov, Michael",Peter Balint-Kurti (pjbalint); Colleen Doherty (cjdohert); Michael Kudenov (mwkudeno),10.34133/plantphenomics.0157,2024,Optical Polarization and Ellipsometry; Remote-Sensing Image Classification; Remote Sensing in Agriculture,"Scarboro, Clifton G.; Hsieh, William; Doherty, Colleen; Balint-Kurti, Peter; Kudenov, Michael","Balint-Kurti, Peter; Doherty, Colleen; Kudenov, Michael",pjbalint; cjdohert; mwkudeno
A cross case synthesis of the social and economic development of three Guatemalan coffee cooperatives,"Dooley, Kim; Dobbins, Catherine; Edgar, Leslie; Borges, Bradley; Jones, Sarah; Hernandez, Jose; Birnbaum, Amanda",Katie Sanders (ecdobbin),10.37433/aad.v1i1.15,2020,Cooperative Studies and Economics; Social Capital and Networks; Nonprofit Sector and Volunteering,"Dobbins, Catherine; Edgar, Leslie; Borges, Bradley; Jones, Sarah; Hernandez, Jose; Birnbaum, Amanda","Dobbins, Catherine",ecdobbin
"Coding Streams of Language: Techniques for the Systematic Coding of Text, Talk, and Other Verbal Data","Geisler, Cheryl; Swarts, Jason",Jason Swarts (jswarts),10.37514/pra-b.2019.0230,2019,Natural Language Processing Techniques; Speech and dialogue systems; Advanced Text Analysis Techniques,"Swarts, Jason","Swarts, Jason",jswarts
Enhancing Home Energy Efficiency Through Natural Hazard Risk Reduction: Linking Climate Change Mitigation and Adaptation in the Home,"Galik, Christopher S.; Rupert, Douglas; Starkman, Kendall; Threadcraft, Joseph; Baker, Justin S.",Justin Baker (jsbaker4); Christopher Galik (csgalik),10.3768/rtipress.2015.bk.0015.1512.6,2016,Environmental Education and Sustainability; Energy and Environment Impacts; Building Energy and Comfort Optimization,"Rupert, Douglas; Starkman, Kendall; Threadcraft, Joseph; Baker, Justin S.","Baker, Justin S.; Galik, Christopher S.",jsbaker4; csgalik
Safe Handling of Engineered Nanomaterials: Turning Knowledge Into Practice,"Grieger, Khara; Sayes, Christine; Chen, Eric; Ensor, David; Jayanty, RKM",Khara Grieger (kdgriege),10.3768/rtipress.2015.op.0022.1505,2015,Nanoparticles: synthesis and applications; Healthcare and Environmental Waste Management; Air Quality and Health Impacts,"Sayes, Christine; Chen, Eric; Ensor, David; Jayanty, RKM","Grieger, Khara",kdgriege
Eliciting Stakeholder Perceptions Using a Novel Online Engagement Platform: A Case Study on Nano-Agrifoods,"Ruzante, Juliana M.; Shumaker, Ellen Thomas; Holt, Sidney; Mayer, Susan; Kokotovich, Adam; Cuchiara, Maude; Binder, Andrew R.; Kuzma, Jennifer; Grieger, Khara",Khara Grieger (kdgriege); Maude Cuchiara (mlrowlan),10.3768/rtipress.2022.op.0071.2201,2022,Innovative Approaches in Technology and Social Development; Environmental Education and Sustainability,"Shumaker, Ellen Thomas; Holt, Sidney; Mayer, Susan; Kokotovich, Adam; Cuchiara, Maude; Binder, Andrew R.; Kuzma, Jennifer; Grieger, Khara","Grieger, Khara; Cuchiara, Maude",kdgriege; mlrowlan
Early Metamorphic Insertion Technology for Insect Flight Behavior Monitoring,"Verderber, Alexander; McKnight, Michael; Bozkurt, Alper",Alexander G. Verderber (agverder); Alper Bozkurt (aybozkur); Michael D McKnight (mdmckni2),10.3791/50901,2014,Neurobiology and Insect Physiology Research; Biomimetic flight and propulsion mechanisms; Insect Pheromone Research and Control,"McKnight, Michael; Bozkurt, Alper","Verderber, Alexander; Bozkurt, Alper; McKnight, Michael",agverder; aybozkur; mdmckni2
"Construction and setup of a bench-scale algal photosynthetic bioreactor with temperature, light, and ph monitoring for kinetic growth tests","Karam, A. L.; McMillan, C. C.; Lai, Y. C.; Reyes, F. L.; Sederoff, H. W.; Grunden, A. M.; Ranjithan, R. S.; Levis, J. W.; Ducoste, J. J.",Francis Lajara De Los Reyes (fldelosr); Ranji Ranjithan (ranji); Jim Levis (jwlevis); Joel Ducoste (jducoste); Amanda Karam (alkaram); Yi-Chun Lai (ylai5); Heike Inge Sederoff (hwsedero); Amy Grunden (amgrunde),10.3791/55545-v,2017,Algal biology and biofuel production,"McMillan, C. C.; Lai, Y. C.; Reyes, F. L.; Sederoff, H. W.; Grunden, A. M.; Ranjithan, R. S.; Levis, J. W.; Ducoste, J. J.","Reyes, F. L.; Ranjithan, R. S.; Levis, J. W.; Ducoste, J. J.; Karam, A. L.; Lai, Y. C.; Sederoff, H. W.; Grunden, A. M.",fldelosr; ranji; jwlevis; jducoste; alkaram; ylai5; hwsedero; amgrunde
Investigating the Detrimental Effects of Low Pressure Plasma Sterilization on the Survival of Bacillus subtilis Spores Using Live Cell Microscopy,"Fuchs, Felix M.; Raguse, Marina; Fiebrandt, Marcel; Madela, Kazimierz; Awakowicz, Peter; Laue, Michael; Stapelmann, Katharina; Moeller, Ralf",Katharina Stapelmann (kstapel),10.3791/56666,2017,Plasma Applications and Diagnostics; Plasma Diagnostics and Applications; Electrohydrodynamics and Fluid Dynamics,"Raguse, Marina; Fiebrandt, Marcel; Madela, Kazimierz; Awakowicz, Peter; Laue, Michael; Stapelmann, Katharina; Moeller, Ralf","Stapelmann, Katharina",kstapel
"Sequencing-Based Bin Map Construction of a Tomato Mapping Population, Facilitating High-Resolution Quantitative Trait Loci Detection","Gonda, Itay; Ashrafi, Hamid; Lyon, David A.; Strickler, Susan R.; Hulse-Kemp, Amanda M.; Ma, Qiyue; Sun, Honghe; Stoffel, Kevin; Powell, Adrian F.; Futrell, Stephanie; Thannhauser, Theodore W.; Fei, Zhangjun; Van Deynze, Allen E.; Mueller, Lukas A.; Giovannoni, James J.; Foolad, Majid R.",Hudson Ashrafi (hashraf2); Amanda Hulse-Kemp (amhulse),10.3835/plantgenome2018.02.0010,2018,Genetic Mapping and Diversity in Plants and Animals; Plant Reproductive Biology; Wheat and Barley Genetics and Pathology,"Ashrafi, Hamid; Lyon, David A.; Strickler, Susan R.; Hulse-Kemp, Amanda M.; Ma, Qiyue; Sun, Honghe; Stoffel, Kevin; Powell, Adrian F.; Futrell, Stephanie; Thannhauser, Theodore W.; Fei, Zhangjun; Van Deynze, Allen E.; Mueller, Lukas A.; Giovannoni, James J.; Foolad, Majid R.","Ashrafi, Hamid; Hulse-Kemp, Amanda M.",hashraf2; amhulse
Variation in needle and cone characteristics and seed germination ability of Abies bornmuelleriana and Abies equi-trojani populations from Turkey,"Kurt, Y.; Frampton, J.; Isik, Fikret; Landgren, C.; Chastagner, G.",Yusuf Kurt (ykurt); John Frampton (frampton); Fikret Isik (fisik),10.3906/tar-1502-101,2016,Forest ecology and management; Turfgrass Adaptation and Management; Forest Insect Ecology and Management,"Frampton, J.; Isik, Fikret; Landgren, C.; Chastagner, G.","Kurt, Y.; Frampton, J.; Isik, Fikret",ykurt; frampton; fisik
Use of peanut meal as a model matrix to study the effect of composting on aflatoxin decontamination,"Akoto, E. Y.; Klu, Y. A. K.; Lamptey, M.; Asibuo, J. Y.; Davis, J.; Phillips, R.; Jordan, D.; Rhoads, J.; Hoistington, D.; Chen, J.",David Jordan (dljorda2),10.3920/wmj2016.2155,2017,Mycotoxins in Agriculture and Food; Plant Disease Management Techniques; Listeria monocytogenes in Food Safety,"Klu, Y. A. K.; Lamptey, M.; Asibuo, J. Y.; Davis, J.; Phillips, R.; Jordan, D.; Rhoads, J.; Hoistington, D.; Chen, J.","Jordan, D.",dljorda2
